OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
3437;3437;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890287 52.379792,4.890371 52.379767)";"LINESTRING(52.379792 4.890287,52.379767 4.890371)";4.89032885;52.37977985
3438;3438;"Brouwersgracht";"0002";"";"06MIN";"Smaller dan 0.6m";"GROEN|OVERIG|PAAL";"Groen - Overig - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891216 52.379568,4.890508 52.37973,4.890371 52.379767)";"LINESTRING(52.379568 4.891216,52.37973 4.890508,52.379767 4.890371)";4.8907933;52.3796673
3439;3439;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891216 52.379568,4.891281 52.379556)";"LINESTRING(52.379568 4.891216,52.379556 4.891281)";4.89124845;52.37956045
3440;3440;"Brouwersgracht";"0003";"";"06MIN";"Smaller dan 0.6m";"OVERIG|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Overig";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891281 52.379556,4.891674 52.37947)";"LINESTRING(52.379556 4.891281,52.37947 4.891674)";4.89147755;52.37951275
3441;3441;"Brouwersgracht";"0004";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892122 52.379364,4.891836 52.379427)";"LINESTRING(52.379364 4.892122,52.379427 4.891836)";4.891979;52.37939645
3442;3442;"Brouwersgracht";"0005";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892649 52.379249,4.892223 52.379344)";"LINESTRING(52.379249 4.892649,52.379344 4.892223)";4.89243605;52.37929725
3443;3443;"Brouwersgracht";"0006";"";"06";"0.6m";"MEUBEL|GROEN|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Groen - Palen en masten - Straatmeubilair";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893814 52.378985,4.892724 52.379235)";"LINESTRING(52.378985 4.893814,52.379235 4.892724)";4.89326905;52.37911035
3444;3444;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892724 52.379235,4.892649 52.379249)";"LINESTRING(52.379235 4.892724,52.379249 4.892649)";4.8926866;52.37924195
3445;3445;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892223 52.379344,4.892122 52.379364)";"LINESTRING(52.379344 4.892223,52.379364 4.892122)";4.89217235;52.37935445
3446;3446;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891836 52.379427,4.891674 52.37947)";"LINESTRING(52.379427 4.891836,52.37947 4.891674)";4.8917551;52.37944985
3447;3447;"Singel";"0022";"";"09";"0.9m";"MEUBEL|TERRAS|PAAL";"Palen en masten - Straatmeubilair - Terrassen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894111 52.379222,4.893814 52.378985)";"LINESTRING(52.379222 4.894111,52.378985 4.893814)";4.89396265;52.37910465
3448;3448;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894111 52.379222,4.894165 52.379302)";"LINESTRING(52.379222 4.894111,52.379302 4.894165)";4.8941381;52.37926295
3449;3449;"Singel";"0023";"";"18";"1.8m";"MEUBEL|TERRAS";"Straatmeubilair - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894486 52.379564,4.894165 52.379302)";"LINESTRING(52.379564 4.894486,52.379302 4.894165)";4.8943255;52.3794327
3450;3450;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.8915 52.381114,4.891576 52.381066)";"LINESTRING(52.381114 4.8915,52.381066 4.891576)";4.8915379;52.3810902
3451;3451;"Haarlemmer Houttuinen";"0001";"";"29";"2.9m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892521 52.380543,4.892351 52.380639,4.891935 52.380857,4.891576 52.381066)";"LINESTRING(52.380543 4.892521,52.380639 4.892351,52.380857 4.891935,52.381066 4.891576)";4.89204835;52.3808041
3452;3452;"Haarlemmer Houttuinen";"0002";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89311 52.380352,4.892793 52.380432,4.89266 52.380481,4.892521 52.380543)";"LINESTRING(52.380352 4.89311,52.380432 4.892793,52.380481 4.89266,52.380543 4.892521)";4.89281535;52.3804474
3453;3453;"Haarlemmer Houttuinen";"0003";"";"18";"1.8m";"FIETSREG|FIETSONREG|PAAL";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891857 52.381018,4.89166 52.381143)";"LINESTRING(52.381018 4.891857,52.381143 4.89166)";4.89175865;52.38108065
3454;3454;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891576 52.381066,4.89166 52.381143)";"LINESTRING(52.381066 4.891576,52.381143 4.89166)";4.891618;52.38110355
3455;3455;"Haarlemmer Houttuinen";"0004";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893149 52.380411,4.892741 52.380523,4.892593 52.380604,4.892324 52.380759)";"LINESTRING(52.380411 4.893149,52.380523 4.892741,52.380604 4.892593,52.380759 4.892324)";4.89273645;52.3805847
3456;3456;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893149 52.380411,4.89311 52.380352)";"LINESTRING(52.380411 4.893149,52.380352 4.89311)";4.89312935;52.3803806
3457;3457;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89311 52.380352,4.893172 52.380311)";"LINESTRING(52.380352 4.89311,52.380311 4.893172)";4.8931408;52.38033105
3458;3458;"Droogbak";"0001";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893481 52.380124,4.893172 52.380311)";"LINESTRING(52.380124 4.893481,52.380311 4.893172)";4.8933263;52.3802166
3459;3459;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893481 52.380124,4.893549 52.380084)";"LINESTRING(52.380124 4.893481,52.380084 4.893549)";4.8935149;52.38010405
3460;3460;"Droogbak";"0002";"";"09";"0.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894486 52.379564,4.893549 52.380084)";"LINESTRING(52.379564 4.894486,52.380084 4.893549)";4.8940175;52.3798237
3461;3461;"Droogbak";"0003";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893906 52.380034,4.894469 52.379723)";"LINESTRING(52.380034 4.893906,52.379723 4.894469)";4.89418745;52.379879
3462;3462;"Droogbak";"0004";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893149 52.380411,4.893274 52.380368,4.893427 52.380309,4.893906 52.380034)";"LINESTRING(52.380411 4.893149,52.380368 4.893274,52.380309 4.893427,52.380034 4.893906)";4.8935275;52.3802223
3463;3463;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894486 52.379564,4.894469 52.379723)";"LINESTRING(52.379564 4.894486,52.379723 4.894469)";4.8944774;52.3796425
3464;3464;"Singel";"0024";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893652 52.378848,4.893745 52.378922)";"LINESTRING(52.378848 4.893652,52.378922 4.893745)";4.89369845;52.37888525
3465;3465;"Singel";"0025";"";"06";"0.6m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89368 52.378757,4.893812 52.378877)";"LINESTRING(52.378757 4.89368,52.378877 4.893812)";4.89374615;52.3788166
3466;3466;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893812 52.378877,4.893745 52.378922)";"LINESTRING(52.378877 4.893812,52.378922 4.893745)";4.89377855;52.3788986
3467;3467;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893814 52.378985,4.893745 52.378922)";"LINESTRING(52.378985 4.893814,52.378922 4.893745)";4.8937795;52.37895395
3468;3468;"";"";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.894316 52.379194,4.894165 52.379302)";"LINESTRING(52.379194 4.894316,52.379302 4.894165)";4.8942406;52.3792477
3469;3469;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.894591 52.379043,4.894666 52.378904)";"LINESTRING(52.379043 4.894591,52.378904 4.894666)";4.89462855;52.378973
3470;3470;"Westerdokskade";"0001";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89261 52.382706,4.892127 52.3827,4.891873 52.38268,4.891673 52.382653,4.89126 52.382611,4.890914 52.38254,4.890785 52.382467,4.890686 52.382383,4.890535 52.382232,4.890479 52.382175)";"LINESTRING(52.382706 4.89261,52.3827 4.892127,52.38268 4.891873,52.382653 4.891673,52.382611 4.89126,52.38254 4.890914,52.382467 4.890785,52.382383 4.890686,52.382232 4.890535,52.382175 4.890479)";4.8915446;52.38244055
3471;3471;"Westerdokskade";"0002";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893364 52.382729,4.89295 52.382716)";"LINESTRING(52.382729 4.893364,52.382716 4.89295)";4.89315705;52.38272285
3472;3472;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89261 52.382706,4.89295 52.382716)";"LINESTRING(52.382706 4.89261,52.382716 4.89295)";4.8927801;52.3827114
3473;3473;"Westerdokskade";"0003";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.890323 52.382261,4.89049 52.382433,4.890609 52.382539,4.890765 52.382626,4.890895 52.382686,4.891136 52.382722,4.892044 52.382801,4.89237 52.382807,4.892641 52.382835,4.893058 52.382874)";"LINESTRING(52.382261 4.890323,52.382433 4.89049,52.382539 4.890609,52.382626 4.890765,52.382686 4.890895,52.382722 4.891136,52.382801 4.892044,52.382807 4.89237,52.382835 4.892641,52.382874 4.893058)";4.8916905;52.38256645
3474;3474;"Westerdoksdijk";"0001";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892991 52.383337,4.893061 52.383174,4.893142 52.382994,4.893145 52.382956,4.893099 52.38289,4.893058 52.382874)";"LINESTRING(52.383337 4.892991,52.383174 4.893061,52.382994 4.893142,52.382956 4.893145,52.38289 4.893099,52.382874 4.893058)";4.8930681;52.3831043
3475;3475;"Westerdoksdijk";"0002";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|MEUBEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892807 52.384295,4.892773 52.384076,4.892783 52.383801,4.892828 52.383592,4.892991 52.383337)";"LINESTRING(52.384295 4.892807,52.384076 4.892773,52.383801 4.892783,52.383592 4.892828,52.383337 4.892991)";4.89288215;52.38381575
3476;3476;"Westerdoksdijk";"0003";"";"18";"1.8m";"FIETSREG|BROM|MEUBEL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd -  - Straatmeubilair";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893061 52.385404,4.893079 52.385196,4.893061 52.384966,4.89303 52.384774,4.892839 52.384378)";"LINESTRING(52.385404 4.893061,52.385196 4.893079,52.384966 4.893061,52.384774 4.89303,52.384378 4.892839)";4.8929589;52.3848896
3477;3477;"Westerdoksdijk";"0004";"";"22";"2.2m";"FIETSREG|MEUBEL";"Geparkeerde fietsen gereguleerd - Straatmeubilair";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892588 52.386547,4.892716 52.386268,4.892927 52.385788,4.893045 52.385492)";"LINESTRING(52.386547 4.892588,52.386268 4.892716,52.385788 4.892927,52.385492 4.893045)";4.8928165;52.38601875
3478;3478;"Westerdoksdijk";"0005";"";"22";"2.2m";"FIETSREG|BROM|WINKEL|MEUBEL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Straatmeubilair - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892003 52.387885,4.892542 52.386643)";"LINESTRING(52.387885 4.892003,52.386643 4.892542)";4.8922725;52.38726425
3479;3479;"Westerdoksdijk";"0006";"";"36PLUS";"3.6m of breder";"MEUBEL|GROEN";"Groen - Straatmeubilair";2;"ANDERS";"Anders";"LINESTRING(4.892003 52.387885,4.891869 52.388177,4.89172 52.388505,4.891569 52.388883,4.891462 52.388974,4.891441 52.389007)";"LINESTRING(52.387885 4.892003,52.388177 4.891869,52.388505 4.89172,52.388883 4.891569,52.388974 4.891462,52.389007 4.891441)";4.891722;52.3884468
3480;3480;"Westerdoksdijk";"0007";"";"18";"1.8m";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.891977 52.388703,4.891957 52.388785,4.891928 52.389008,4.891802 52.389302,4.89171 52.389422)";"LINESTRING(52.388703 4.891977,52.388785 4.891957,52.389008 4.891928,52.389302 4.891802,52.389422 4.89171)";4.8918433;52.3890629
3481;3481;"Westerdoksdijk";"0008";"";"36PLUS";"3.6m of breder";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892186 52.388235,4.891977 52.388703)";"LINESTRING(52.388235 4.892186,52.388703 4.891977)";4.8920815;52.3884678
3482;3482;"Westerdoksdijk";"0009";"";"06MIN";"Smaller dan 0.6m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892401 52.387909,4.892266 52.388215,4.892186 52.388235)";"LINESTRING(52.387909 4.892401,52.388215 4.892266,52.388235 4.892186)";4.8922937;52.38807105
3483;3483;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89171 52.389422,4.891291 52.389329)";"LINESTRING(52.389422 4.89171,52.389329 4.891291)";4.89150045;52.3893757
3484;3484;"Westerdoksdijk";"0010";"";"36PLUS";"3.6m of breder";"GROEN|PAAL";"Groen - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892783 52.387092,4.893096 52.386422,4.893477 52.385476)";"LINESTRING(52.387092 4.892783,52.386422 4.893096,52.385476 4.893477)";4.8931301;52.3862839
3485;3485;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892542 52.386643,4.892588 52.386547)";"LINESTRING(52.386643 4.892542,52.386547 4.892588)";4.892565;52.3865948
3486;3486;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893045 52.385492,4.893061 52.385404)";"LINESTRING(52.385492 4.893045,52.385404 4.893061)";4.89305305;52.38544655
3487;3487;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893045 52.385492,4.893477 52.385476)";"LINESTRING(52.385492 4.893045,52.385476 4.893477)";4.89326095;52.3854828
3488;3488;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893477 52.385476,4.893493 52.385345)";"LINESTRING(52.385476 4.893477,52.385345 4.893493)";4.8934851;52.38541035
3489;3489;"Westerdoksdijk";"0011";"";"36PLUS";"3.6m of breder";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893416 52.383036,4.893288 52.383351,4.893236 52.383643,4.893219 52.384139,4.893271 52.38436,4.89351 52.384991,4.893493 52.385345)";"LINESTRING(52.383036 4.893416,52.383351 4.893288,52.383643 4.893236,52.384139 4.893219,52.38436 4.893271,52.384991 4.89351,52.385345 4.893493)";4.89336445;52.38419155
3490;3490;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892839 52.384378,4.892807 52.384295)";"LINESTRING(52.384378 4.892839,52.384295 4.892807)";4.892823;52.38433645
3491;3491;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.892839 52.384378,4.893271 52.38436)";"LINESTRING(52.384378 4.892839,52.38436 4.893271)";4.893055;52.3843689
3492;3492;"De Ruijterkade";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"ANDERS";"Anders";"LINESTRING(4.89556 52.381902,4.89524 52.3821,4.895098 52.382258,4.894617 52.382582,4.894523 52.38265,4.89432 52.382708,4.894257 52.382722,4.894072 52.382733,4.893823 52.382727,4.893364 52.382729)";"LINESTRING(52.381902 4.89556,52.3821 4.89524,52.382258 4.895098,52.382582 4.894617,52.38265 4.894523,52.382708 4.89432,52.382722 4.894257,52.382733 4.894072,52.382727 4.893823,52.382729 4.893364)";4.8944619;52.3823166
3493;3493;"De Ruijterkade";"0002";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"ANDERS";"Anders";"LINESTRING(4.896054 52.381476,4.895673 52.381802)";"LINESTRING(52.381476 4.896054,52.381802 4.895673)";4.8958633;52.3816395
3494;3494;"De Ruijterkade";"0003";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.896909 52.380885,4.896563 52.381132)";"LINESTRING(52.380885 4.896909,52.381132 4.896563)";4.89673615;52.38100815
3495;3495;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.89556 52.381902,4.895673 52.381802)";"LINESTRING(52.381902 4.89556,52.381802 4.895673)";4.8956163;52.3818512
3496;3496;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.896054 52.381476,4.896563 52.381132)";"LINESTRING(52.381476 4.896054,52.381132 4.896563)";4.89630845;52.3813038
3497;3497;"De Ruijterkade";"0004";"";"36PLUS";"3.6m of breder";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898322 52.380299,4.897141 52.380718)";"LINESTRING(52.380299 4.898322,52.380718 4.897141)";4.89773155;52.3805084
3498;3498;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.896909 52.380885,4.897141 52.380718)";"LINESTRING(52.380885 4.896909,52.380718 4.897141)";4.8970251;52.38080215
3499;3499;"De Ruijterkade";"0005";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.909749 52.37728,4.905107 52.377911)";"LINESTRING(52.37728 4.909749,52.377911 4.905107)";4.907428;52.3775959
3500;3500;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.909749 52.37728,4.909782 52.377374)";"LINESTRING(52.37728 4.909749,52.377374 4.909782)";4.90976545;52.37732695
3501;3501;"De Ruijterkade";"0006";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.909782 52.377374,4.909924 52.377761)";"LINESTRING(52.377374 4.909782,52.377761 4.909924)";4.90985295;52.37756725
3502;3502;"De Ruijterkade";"0007";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.910177 52.377731,4.909924 52.377761,4.909011 52.37788,4.908765 52.377947,4.906668 52.378229)";"LINESTRING(52.377731 4.910177,52.377761 4.909924,52.37788 4.909011,52.377947 4.908765,52.378229 4.906668)";4.9084227;52.37797925
3503;3503;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.906668 52.378229,4.90632 52.378246)";"LINESTRING(52.378229 4.906668,52.378246 4.90632)";4.90649415;52.37823675
3504;3504;"De Ruijterkade";"0008";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.905092 52.378463,4.905255 52.378405,4.90632 52.378246)";"LINESTRING(52.378463 4.905092,52.378405 4.905255,52.378246 4.90632)";4.90570595;52.378355
3505;3505;"De Ruijterkade";"0009";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.905092 52.378463,4.904585 52.378653,4.904333 52.378741,4.902633 52.379363,4.901776 52.379677,4.900861 52.380014,4.900187 52.380258,4.899907 52.380361)";"LINESTRING(52.378463 4.905092,52.378653 4.904585,52.378741 4.904333,52.379363 4.902633,52.379677 4.901776,52.380014 4.900861,52.380258 4.900187,52.380361 4.899907)";4.90249945;52.37941165
3506;3506;"De Ruijterkade";"0010";"";"36PLUS";"3.6m of breder";"PAAL";"Palen en masten";1;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.898837 52.380749,4.899907 52.380361)";"LINESTRING(52.380749 4.898837,52.380361 4.899907)";4.8993721;52.38055415
3507;3507;"De Ruijterkade";"0011";"";"36PLUS";"3.6m of breder";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.898837 52.380749,4.897218 52.381336)";"LINESTRING(52.380749 4.898837,52.381336 4.897218)";4.89802765;52.38104245
3508;3508;"De Ruijterkade";"0012";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.895237 52.382561,4.89605 52.382026,4.896143 52.381933,4.896402 52.381747,4.896543 52.381674,4.896725 52.381545,4.896842 52.381466,4.897218 52.381336)";"LINESTRING(52.382561 4.895237,52.382026 4.89605,52.381933 4.896143,52.381747 4.896402,52.381674 4.896543,52.381545 4.896725,52.381466 4.896842,52.381336 4.897218)";4.8962276;52.38194845
3509;3509;"De Ruijterkade";"0013";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"ANDERS";"Anders";"LINESTRING(4.894651 52.38279,4.89514 52.382549,4.895237 52.382561)";"LINESTRING(52.38279 4.894651,52.382549 4.89514,52.382561 4.895237)";4.89494395;52.38266945
3510;3510;"De Ruijterkade";"0014";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"ANDERS";"Anders";"LINESTRING(4.893416 52.383036,4.893446 52.383004,4.893537 52.382954,4.893701 52.382914,4.893935 52.382904,4.894297 52.382887,4.894651 52.38279)";"LINESTRING(52.383036 4.893416,52.383004 4.893446,52.382954 4.893537,52.382914 4.893701,52.382904 4.893935,52.382887 4.894297,52.38279 4.894651)";4.8940334;52.3829136
3511;3511;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893099 52.38289,4.893701 52.382914)";"LINESTRING(52.38289 4.893099,52.382914 4.893701)";4.89339995;52.38290215
3512;3512;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.893701 52.382914,4.893823 52.382727)";"LINESTRING(52.382914 4.893701,52.382727 4.893823)";4.8937621;52.38282205
3513;3513;"Korte Marnixstraat";"0001";"";"09";"0.9m";"BROM|TERRAS";"Geparkeerde brommers/motoren - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882686 52.384113,4.882992 52.38459)";"LINESTRING(52.384113 4.882686,52.38459 4.882992)";4.88283895;52.3843517
3514;3514;"Korte Marnixstraat";"0002";"";"09";"0.9m";"BROM|GROEN";"Geparkeerde brommers/motoren - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883349 52.384511,4.883147 52.384392,4.882948 52.384094,4.8829 52.384044)";"LINESTRING(52.384511 4.883349,52.384392 4.883147,52.384094 4.882948,52.384044 4.8829)";4.88312455;52.3842773
3515;3515;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883349 52.384511,4.883479 52.384575)";"LINESTRING(52.384511 4.883349,52.384575 4.883479)";4.883414;52.38454245
3516;3516;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882992 52.38459,4.883113 52.384828)";"LINESTRING(52.38459 4.882992,52.384828 4.883113)";4.88305235;52.3847084
3517;3517;"Spaarndammerstraat";"0001";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|MEUBEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair - Winkeluitstalling & reclameborden";6;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.880896 52.387739,4.88135 52.387134,4.881608 52.386859)";"LINESTRING(52.387739 4.880896,52.387134 4.88135,52.386859 4.881608)";4.88125205;52.3872986
3518;3518;"Spaarndammerstraat";"0002";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|MEUBEL|GROEN|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair - Terrassen - Winkeluitstalling & reclameborden";7;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879835 52.389011,4.880452 52.388282,4.880516 52.388182,4.880792 52.387845)";"LINESTRING(52.389011 4.879835,52.388282 4.880452,52.388182 4.880516,52.387845 4.880792)";4.8803136;52.38842775
3519;3519;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.879835 52.389011,4.879767 52.3891)";"LINESTRING(52.389011 4.879835,52.3891 4.879767)";4.879801;52.38905525
